date,rec,daten,BAA,AAA,t3m,t10y,t5y,t1y,time,spr1,spr5,spr10,hyspr
1928-10-01,0,01oct1928,5.58,4.61,,,,,1928m10,,,,.97000003
1928-11-01,0,01nov1928,5.55,4.58,,,,,1928m11,,,,.97000003
1928-12-01,0,01dec1928,5.6,4.61,,,,,1928m12,,,,.99000001
1929-01-01,0,01jan1929,5.63,4.62,,,,,1929m1,,,,1.01
1929-02-01,0,01feb1929,5.66,4.66,,,,,1929m2,,,,1
1929-03-01,0,01mar1929,5.79,4.7,,,,,1929m3,,,,1.09
1929-04-01,0,01apr1929,5.8,4.69,,,,,1929m4,,,,1.11
1929-05-01,0,01may1929,5.8,4.7,,,,,1929m5,,,,1.1
1929-06-01,0,01jun1929,5.94,4.77,,,,,1929m6,,,,1.17
1929-07-01,0,01jul1929,5.95,4.77,,,,,1929m7,,,,1.1799999
1929-08-01,0,01aug1929,6.04,4.79,,,,,1929m8,,,,1.25
1929-09-01,1,01sep1929,6.12,4.8,,,,,1929m9,,,,1.3200001
1929-10-01,1,01oct1929,6.11,4.77,,,,,1929m10,,,,1.34
1929-11-01,1,01nov1929,6.03,4.76,,,,,1929m11,,,,1.27
1929-12-01,1,01dec1929,5.95,4.67,,,,,1929m12,,,,1.28
1930-01-01,1,01jan1930,5.92,4.66,,,,,1930m1,,,,1.26
1930-02-01,1,01feb1930,5.89,4.69,,,,,1930m2,,,,1.2
1930-03-01,1,01mar1930,5.73,4.62,,,,,1930m3,,,,1.11
1930-04-01,1,01apr1930,5.7,4.6,,,,,1930m4,,,,1.1
1930-05-01,1,01may1930,5.72,4.6,,,,,1930m5,,,,1.12
1930-06-01,1,01jun1930,5.78,4.57,,,,,1930m6,,,,1.21
1930-07-01,1,01jul1930,5.77,4.52,,,,,1930m7,,,,1.25
1930-08-01,1,01aug1930,5.73,4.47,,,,,1930m8,,,,1.26
1930-09-01,1,01sep1930,5.65,4.42,,,,,1930m9,,,,1.23
1930-10-01,1,01oct1930,5.94,4.42,,,,,1930m10,,,,1.52
1930-11-01,1,01nov1930,6.25,4.47,,,,,1930m11,,,,1.78
1930-12-01,1,01dec1930,6.71,4.52,,,,,1930m12,,,,2.1900001
1931-01-01,1,01jan1931,6.41,4.42,,,,,1931m1,,,,1.99
1931-02-01,1,01feb1931,6.38,4.43,,,,,1931m2,,,,1.95
1931-03-01,1,01mar1931,6.44,4.39,,,,,1931m3,,,,2.05
1931-04-01,1,01apr1931,6.72,4.4,,,,,1931m4,,,,2.3199999
1931-05-01,1,01may1931,7.15,4.37,,,,,1931m5,,,,2.78
1931-06-01,1,01jun1931,7.36,4.36,,,,,1931m6,,,,3
1931-07-01,1,01jul1931,7.08,4.36,,,,,1931m7,,,,2.72
1931-08-01,1,01aug1931,7.47,4.4,,,,,1931m8,,,,3.0699999
1931-09-01,1,01sep1931,8.07,4.55,,,,,1931m9,,,,3.52
1931-10-01,1,01oct1931,9.039999999999999,4.99,,,,,1931m10,,,,4.0500002
1931-11-01,1,01nov1931,8.93,4.94,,,,,1931m11,,,,3.99
1931-12-01,1,01dec1931,10.42,5.32,,,,,1931m12,,,,5.0999999
1932-01-01,1,01jan1932,9.130000000000001,5.2,,,,,1932m1,,,,3.9300001
1932-02-01,1,01feb1932,8.869999999999999,5.23,,,,,1932m2,,,,3.6400001
1932-03-01,1,01mar1932,8.83,4.98,,,,,1932m3,,,,3.8499999
1932-04-01,1,01apr1932,10.46,5.17,,,,,1932m4,,,,5.29
1932-05-01,1,01may1932,11,5.36,,,,,1932m5,,,,5.6399999
1932-06-01,1,01jun1932,11,5.41,,,,,1932m6,,,,5.5900002
1932-07-01,1,01jul1932,10.79,5.26,,,,,1932m7,,,,5.5300002
1932-08-01,1,01aug1932,8.220000000000001,4.91,,,,,1932m8,,,,3.3099999
1932-09-01,1,01sep1932,7.61,4.7,,,,,1932m9,,,,2.9100001
1932-10-01,1,01oct1932,7.87,4.64,,,,,1932m10,,,,3.23
1932-11-01,1,01nov1932,8.24,4.63,,,,,1932m11,,,,3.6099999
1932-12-01,1,01dec1932,8.42,4.59,,,,,1932m12,,,,3.8299999
1933-01-01,1,01jan1933,8.01,4.44,,,,,1933m1,,,,3.5699999
1933-02-01,1,01feb1933,8.369999999999999,4.48,,,,,1933m2,,,,3.8900001
1933-03-01,1,01mar1933,8.91,4.68,,,,,1933m3,,,,4.23
1933-04-01,0,01apr1933,9.119999999999999,4.78,,,,,1933m4,,,,4.3400002
1933-05-01,0,01may1933,7.74,4.63,,,,,1933m5,,,,3.1099999
1933-06-01,0,01jun1933,7.07,4.46,,,,,1933m6,,,,2.6099999
1933-07-01,0,01jul1933,6.62,4.36,,,,,1933m7,,,,2.26
1933-08-01,0,01aug1933,6.77,4.3,,,,,1933m8,,,,2.47
1933-09-01,0,01sep1933,7.27,4.36,,,,,1933m9,,,,2.9100001
1933-10-01,0,01oct1933,7.49,4.34,,,,,1933m10,,,,3.1500001
1933-11-01,0,01nov1933,7.98,4.54,,,,,1933m11,,,,3.4400001
1933-12-01,0,01dec1933,7.75,4.5,,,,,1933m12,,,,3.25
1934-01-01,0,01jan1934,7.01,4.35,.72,,,,1934m1,,,,2.6600001
1934-02-01,0,01feb1934,6.27,4.2,.62,,,,1934m2,,,,2.0699999
1934-03-01,0,01mar1934,6.26,4.13,.24,,,,1934m3,,,,2.1300001
1934-04-01,0,01apr1934,6.01,4.07,.15,,,,1934m4,,,,1.9400001
1934-05-01,0,01may1934,6.05,4.01,.16,,,,1934m5,,,,2.04
1934-06-01,0,01jun1934,6.06,3.93,.15,,,,1934m6,,,,2.1300001
1934-07-01,0,01jul1934,6.13,3.89,.15,,,,1934m7,,,,2.24
1934-08-01,0,01aug1934,6.49,3.93,.19,,,,1934m8,,,,2.5599999
1934-09-01,0,01sep1934,6.57,3.96,.21,,,,1934m9,,,,2.6099999
1934-10-01,0,01oct1934,6.4,3.9,.27,,,,1934m10,,,,2.5
1934-11-01,0,01nov1934,6.37,3.86,.25,,,,1934m11,,,,2.51
1934-12-01,0,01dec1934,6.23,3.81,.23,,,,1934m12,,,,2.4200001
1935-01-01,0,01jan1935,5.98,3.77,.2,,,,1935m1,,,,2.21
1935-02-01,0,01feb1935,5.95,3.69,.19,,,,1935m2,,,,2.26
1935-03-01,0,01mar1935,6.2,3.67,.15,,,,1935m3,,,,2.53
1935-04-01,0,01apr1935,6.13,3.66,.15,,,,1935m4,,,,2.47
1935-05-01,0,01may1935,5.94,3.65,.15,,,,1935m5,,,,2.29
1935-06-01,0,01jun1935,5.77,3.61,.15,,,,1935m6,,,,2.1600001
1935-07-01,0,01jul1935,5.67,3.56,.15,,,,1935m7,,,,2.1099999
1935-08-01,0,01aug1935,5.58,3.6,.16,,,,1935m8,,,,1.98
1935-09-01,0,01sep1935,5.53,3.59,.2,,,,1935m9,,,,1.9400001
1935-10-01,0,01oct1935,5.54,3.52,.2,,,,1935m10,,,,2.02
1935-11-01,0,01nov1935,5.43,3.47,.16,,,,1935m11,,,,1.96
1935-12-01,0,01dec1935,5.3,3.44,.15,,,,1935m12,,,,1.86
1936-01-01,0,01jan1936,5,3.37,.2,,,,1936m1,,,,1.63
1936-02-01,0,01feb1936,4.8,3.32,.2,,,,1936m2,,,,1.48
1936-03-01,0,01mar1936,4.86,3.29,.2,,,,1936m3,,,,1.5700001
1936-04-01,0,01apr1936,4.91,3.29,.2,,,,1936m4,,,,1.62
1936-05-01,0,01may1936,4.94,3.27,.2,,,,1936m5,,,,1.67
1936-06-01,0,01jun1936,4.9,3.24,.2,,,,1936m6,,,,1.66
1936-07-01,0,01jul1936,4.84,3.23,.15,,,,1936m7,,,,1.61
1936-08-01,0,01aug1936,4.74,3.21,.2,,,,1936m8,,,,1.53
1936-09-01,0,01sep1936,4.62,3.18,.16,,,,1936m9,,,,1.4400001
1936-10-01,0,01oct1936,4.54,3.18,.13,,,,1936m10,,,,1.36
1936-11-01,0,01nov1936,4.52,3.15,.11,,,,1936m11,,,,1.37
1936-12-01,0,01dec1936,4.53,3.1,.12,,,,1936m12,,,,1.4299999
1937-01-01,0,01jan1937,4.49,3.1,.17,,,,1937m1,,,,1.39
1937-02-01,0,01feb1937,4.53,3.22,.15,,,,1937m2,,,,1.3099999
1937-03-01,0,01mar1937,4.68,3.32,.38,,,,1937m3,,,,1.36
1937-04-01,0,01apr1937,4.84,3.42,.5600000000000001,,,,1937m4,,,,1.42
1937-05-01,0,01may1937,4.84,3.33,.41,,,,1937m5,,,,1.51
1937-06-01,1,01jun1937,4.93,3.28,.36,,,,1937m6,,,,1.65
1937-07-01,1,01jul1937,4.91,3.25,.28,,,,1937m7,,,,1.66
1937-08-01,1,01aug1937,4.92,3.24,.29,,,,1937m8,,,,1.6799999
1937-09-01,1,01sep1937,5.16,3.28,.31,,,,1937m9,,,,1.88
1937-10-01,1,01oct1937,5.52,3.27,.2,,,,1937m10,,,,2.25
1937-11-01,1,01nov1937,5.82,3.24,.09,,,,1937m11,,,,2.5799999
1937-12-01,1,01dec1937,5.73,3.21,.11,,,,1937m12,,,,2.52
1938-01-01,1,01jan1938,5.89,3.17,.1,,,,1938m1,,,,2.72
1938-02-01,1,01feb1938,5.97,3.2,.08,,,,1938m2,,,,2.77
1938-03-01,1,01mar1938,6.3,3.22,.08,,,,1938m3,,,,3.0799999
1938-04-01,1,01apr1938,6.47,3.3,.09,,,,1938m4,,,,3.1700001
1938-05-01,1,01may1938,6.06,3.22,.05,,,,1938m5,,,,2.8399999
1938-06-01,1,01jun1938,6.25,3.26,.05,,,,1938m6,,,,2.99
1938-07-01,0,01jul1938,5.63,3.22,.07,,,,1938m7,,,,2.4100001
1938-08-01,0,01aug1938,5.49,3.18,.06,,,,1938m8,,,,2.3099999
1938-09-01,0,01sep1938,5.65,3.21,.08,,,,1938m9,,,,2.4400001
1938-10-01,0,01oct1938,5.36,3.15,.05,,,,1938m10,,,,2.21
1938-11-01,0,01nov1938,5.23,3.1,.04,,,,1938m11,,,,2.1300001
1938-12-01,0,01dec1938,5.27,3.08,.03,,,,1938m12,,,,2.1900001
1939-01-01,0,01jan1939,5.12,3.01,.03,,,,1939m1,,,,2.1099999
1939-02-01,0,01feb1939,5.05,3,.03,,,,1939m2,,,,2.05
1939-03-01,0,01mar1939,4.89,2.99,.03,,,,1939m3,,,,1.9
1939-04-01,0,01apr1939,5.15,3.02,.03,,,,1939m4,,,,2.1300001
1939-05-01,0,01may1939,5.07,2.97,.03,,,,1939m5,,,,2.0999999
1939-06-01,0,01jun1939,4.91,2.92,.03,,,,1939m6,,,,1.99
1939-07-01,0,01jul1939,4.84,2.89,.04,,,,1939m7,,,,1.95
1939-08-01,0,01aug1939,4.85,2.93,.05,,,,1939m8,,,,1.92
1939-09-01,0,01sep1939,5,3.25,.14,,,,1939m9,,,,1.75
1939-10-01,0,01oct1939,4.88,3.15,.05,,,,1939m10,,,,1.73
1939-11-01,0,01nov1939,4.85,3,.05,,,,1939m11,,,,1.85
1939-12-01,0,01dec1939,4.92,2.94,.04,,,,1939m12,,,,1.98
1940-01-01,0,01jan1940,4.86,2.88,.01,,,,1940m1,,,,1.98
1940-02-01,0,01feb1940,4.83,2.86,.02,,,,1940m2,,,,1.97
1940-03-01,0,01mar1940,4.8,2.84,.02,,,,1940m3,,,,1.96
1940-04-01,0,01apr1940,4.74,2.82,.02,,,,1940m4,,,,1.92
1940-05-01,0,01may1940,4.94,2.93,.06,,,,1940m5,,,,2.01
1940-06-01,0,01jun1940,5.11,2.96,.1,,,,1940m6,,,,2.1500001
1940-07-01,0,01jul1940,4.8,2.88,.05,,,,1940m7,,,,1.92
1940-08-01,0,01aug1940,4.76,2.85,.04,,,,1940m8,,,,1.91
1940-09-01,0,01sep1940,4.66,2.82,.05,,,,1940m9,,,,1.84
1940-10-01,0,01oct1940,4.56,2.79,.02,,,,1940m10,,,,1.77
1940-11-01,0,01nov1940,4.48,2.75,.02,,,,1940m11,,,,1.73
1940-12-01,0,01dec1940,4.45,2.71,.02,,,,1940m12,,,,1.74
1941-01-01,0,01jan1941,4.38,2.75,.02,,,,1941m1,,,,1.63
1941-02-01,0,01feb1941,4.42,2.78,.04,,,,1941m2,,,,1.64
1941-03-01,0,01mar1941,4.38,2.8,.11,,,,1941m3,,,,1.58
1941-04-01,0,01apr1941,4.33,2.82,.1,,,,1941m4,,,,1.51
1941-05-01,0,01may1941,4.32,2.81,.11,,,,1941m5,,,,1.51
1941-06-01,0,01jun1941,4.31,2.77,.12,,,,1941m6,,,,1.54
1941-07-01,0,01jul1941,4.28,2.74,.12,,,,1941m7,,,,1.54
1941-08-01,0,01aug1941,4.27,2.74,.13,,,,1941m8,,,,1.53
1941-09-01,0,01sep1941,4.3,2.75,.1,,,,1941m9,,,,1.55
1941-10-01,0,01oct1941,4.28,2.73,.09,,,,1941m10,,,,1.55
1941-11-01,0,01nov1941,4.28,2.72,.28,,,,1941m11,,,,1.5599999
1941-12-01,0,01dec1941,4.38,2.8,.33,,,,1941m12,,,,1.58
1942-01-01,0,01jan1942,4.29,2.83,.27,,,,1942m1,,,,1.46
1942-02-01,0,01feb1942,4.29,2.85,.25,,,,1942m2,,,,1.4400001
1942-03-01,0,01mar1942,4.3,2.86,.25,,,,1942m3,,,,1.4400001
1942-04-01,0,01apr1942,4.26,2.83,.32,,,,1942m4,,,,1.4299999
1942-05-01,0,01may1942,4.27,2.85,.37,,,,1942m5,,,,1.42
1942-06-01,0,01jun1942,4.33,2.85,.37,,,,1942m6,,,,1.48
1942-07-01,0,01jul1942,4.3,2.83,.38,,,,1942m7,,,,1.47
1942-08-01,0,01aug1942,4.28,2.81,.38,,,,1942m8,,,,1.47
1942-09-01,0,01sep1942,4.26,2.8,.38,,,,1942m9,,,,1.46
1942-10-01,0,01oct1942,4.24,2.8,.38,,,,1942m10,,,,1.4400001
1942-11-01,0,01nov1942,4.25,2.79,.38,,,,1942m11,,,,1.46
1942-12-01,0,01dec1942,4.28,2.81,.38,,,,1942m12,,,,1.47
1943-01-01,0,01jan1943,4.16,2.79,.38,,,,1943m1,,,,1.37
1943-02-01,0,01feb1943,4.08,2.77,.38,,,,1943m2,,,,1.3099999
1943-03-01,0,01mar1943,4.01,2.76,.38,,,,1943m3,,,,1.25
1943-04-01,0,01apr1943,3.96,2.76,.38,,,,1943m4,,,,1.2
1943-05-01,0,01may1943,3.91,2.74,.38,,,,1943m5,,,,1.17
1943-06-01,0,01jun1943,3.88,2.72,.38,,,,1943m6,,,,1.16
1943-07-01,0,01jul1943,3.81,2.69,.38,,,,1943m7,,,,1.12
1943-08-01,0,01aug1943,3.81,2.69,.38,,,,1943m8,,,,1.12
1943-09-01,0,01sep1943,3.83,2.69,.38,,,,1943m9,,,,1.14
1943-10-01,0,01oct1943,3.82,2.7,.38,,,,1943m10,,,,1.12
1943-11-01,0,01nov1943,3.83,2.71,.38,,,,1943m11,,,,1.12
1943-12-01,0,01dec1943,3.82,2.74,.38,,,,1943m12,,,,1.08
1944-01-01,0,01jan1944,3.76,2.72,.38,,,,1944m1,,,,1.04
1944-02-01,0,01feb1944,3.72,2.74,.38,,,,1944m2,,,,.98000002
1944-03-01,0,01mar1944,3.7,2.74,.38,,,,1944m3,,,,.95999998
1944-04-01,0,01apr1944,3.68,2.74,.38,,,,1944m4,,,,.94
1944-05-01,0,01may1944,3.63,2.73,.38,,,,1944m5,,,,.89999998
1944-06-01,0,01jun1944,3.59,2.73,.38,,,,1944m6,,,,.86000001
1944-07-01,0,01jul1944,3.57,2.72,.38,,,,1944m7,,,,.85000002
1944-08-01,0,01aug1944,3.55,2.71,.38,,,,1944m8,,,,.83999997
1944-09-01,0,01sep1944,3.56,2.72,.38,,,,1944m9,,,,.83999997
1944-10-01,0,01oct1944,3.55,2.72,.38,,,,1944m10,,,,.82999998
1944-11-01,0,01nov1944,3.53,2.72,.38,,,,1944m11,,,,.81
1944-12-01,0,01dec1944,3.49,2.7,.38,,,,1944m12,,,,.79000002
1945-01-01,0,01jan1945,3.46,2.69,.38,,,,1945m1,,,,.76999998
1945-02-01,0,01feb1945,3.41,2.65,.38,,,,1945m2,,,,.75999999
1945-03-01,1,01mar1945,3.38,2.62,.38,,,,1945m3,,,,.75999999
1945-04-01,1,01apr1945,3.36,2.61,.38,,,,1945m4,,,,.75
1945-05-01,1,01may1945,3.32,2.62,.38,,,,1945m5,,,,.69999999
1945-06-01,1,01jun1945,3.29,2.61,.38,,,,1945m6,,,,.68000001
1945-07-01,1,01jul1945,3.26,2.6,.38,,,,1945m7,,,,.66000003
1945-08-01,1,01aug1945,3.26,2.61,.38,,,,1945m8,,,,.64999998
1945-09-01,1,01sep1945,3.24,2.62,.38,,,,1945m9,,,,.62
1945-10-01,1,01oct1945,3.2,2.62,.38,,,,1945m10,,,,.57999998
1945-11-01,0,01nov1945,3.15,2.62,.38,,,,1945m11,,,,.52999997
1945-12-01,0,01dec1945,3.1,2.61,.38,,,,1945m12,,,,.49000001
1946-01-01,0,01jan1946,3.01,2.54,.38,,,,1946m1,,,,.47
1946-02-01,0,01feb1946,2.95,2.48,.38,,,,1946m2,,,,.47
1946-03-01,0,01mar1946,2.94,2.47,.38,,,,1946m3,,,,.47
1946-04-01,0,01apr1946,2.96,2.46,.38,,,,1946m4,,,,.5
1946-05-01,0,01may1946,3.02,2.51,.38,,,,1946m5,,,,.50999999
1946-06-01,0,01jun1946,3.03,2.49,.38,,,,1946m6,,,,.54000002
1946-07-01,0,01jul1946,3.03,2.48,.38,,,,1946m7,,,,.55000001
1946-08-01,0,01aug1946,3.03,2.51,.38,,,,1946m8,,,,.51999998
1946-09-01,0,01sep1946,3.1,2.58,.38,,,,1946m9,,,,.51999998
1946-10-01,0,01oct1946,3.15,2.6,.38,,,,1946m10,,,,.55000001
1946-11-01,0,01nov1946,3.17,2.59,.38,,,,1946m11,,,,.57999998
1946-12-01,0,01dec1946,3.17,2.61,.38,,,,1946m12,,,,.56
1947-01-01,0,01jan1947,3.13,2.57,.38,,,,1947m1,,,,.56
1947-02-01,0,01feb1947,3.12,2.55,.38,,,,1947m2,,,,.56999999
1947-03-01,0,01mar1947,3.15,2.55,.38,,,,1947m3,,,,.60000002
1947-04-01,0,01apr1947,3.16,2.53,.38,,,,1947m4,,,,.63
1947-05-01,0,01may1947,3.17,2.53,.38,,,,1947m5,,,,.63999999
1947-06-01,0,01jun1947,3.21,2.55,.38,,,,1947m6,,,,.66000003
1947-07-01,0,01jul1947,3.18,2.55,.66,,,,1947m7,,,,.63
1947-08-01,0,01aug1947,3.17,2.56,.75,,,,1947m8,,,,.61000001
1947-09-01,0,01sep1947,3.23,2.61,.8,,,,1947m9,,,,.62
1947-10-01,0,01oct1947,3.35,2.7,.85,,,,1947m10,,,,.64999998
1947-11-01,0,01nov1947,3.44,2.77,.92,,,,1947m11,,,,.67000002
1947-12-01,0,01dec1947,3.52,2.86,.95,,,,1947m12,,,,.66000003
1948-01-01,0,01jan1948,3.52,2.86,.97,,,,1948m1,,,,.66000003
1948-02-01,0,01feb1948,3.53,2.85,1,,,,1948m2,,,,.68000001
1948-03-01,0,01mar1948,3.53,2.83,1,,,,1948m3,,,,.69999999
1948-04-01,0,01apr1948,3.47,2.78,1,,,,1948m4,,,,.69
1948-05-01,0,01may1948,3.38,2.76,1,,,,1948m5,,,,.62
1948-06-01,0,01jun1948,3.34,2.76,1,,,,1948m6,,,,.57999998
1948-07-01,0,01jul1948,3.37,2.81,1,,,,1948m7,,,,.56
1948-08-01,0,01aug1948,3.44,2.84,1.06,,,,1948m8,,,,.60000002
1948-09-01,0,01sep1948,3.45,2.84,1.09,,,,1948m9,,,,.61000001
1948-10-01,0,01oct1948,3.5,2.84,1.12,,,,1948m10,,,,.66000003
1948-11-01,0,01nov1948,3.53,2.84,1.14,,,,1948m11,,,,.69
1948-12-01,1,01dec1948,3.53,2.79,1.16,,,,1948m12,,,,.74000001
1949-01-01,1,01jan1949,3.46,2.71,1.17,,,,1949m1,,,,.75
1949-02-01,1,01feb1949,3.45,2.71,1.17,,,,1949m2,,,,.74000001
1949-03-01,1,01mar1949,3.47,2.7,1.17,,,,1949m3,,,,.76999998
1949-04-01,1,01apr1949,3.45,2.7,1.17,,,,1949m4,,,,.75
1949-05-01,1,01may1949,3.45,2.71,1.17,,,,1949m5,,,,.74000001
1949-06-01,1,01jun1949,3.47,2.71,1.17,,,,1949m6,,,,.75999999
1949-07-01,1,01jul1949,3.46,2.67,1.02,,,,1949m7,,,,.79000002
1949-08-01,1,01aug1949,3.4,2.62,1.04,,,,1949m8,,,,.77999997
1949-09-01,1,01sep1949,3.37,2.6,1.07,,,,1949m9,,,,.76999998
1949-10-01,1,01oct1949,3.36,2.61,1.05,,,,1949m10,,,,.75
1949-11-01,0,01nov1949,3.35,2.6,1.08,,,,1949m11,,,,.75
1949-12-01,0,01dec1949,3.31,2.58,1.1,,,,1949m12,,,,.73000002
1950-01-01,0,01jan1950,3.24,2.57,1.07,,,,1950m1,,,,.67000002
1950-02-01,0,01feb1950,3.24,2.58,1.12,,,,1950m2,,,,.66000003
1950-03-01,0,01mar1950,3.24,2.58,1.12,,,,1950m3,,,,.66000003
1950-04-01,0,01apr1950,3.23,2.6,1.15,,,,1950m4,,,,.63
1950-05-01,0,01may1950,3.25,2.61,1.16,,,,1950m5,,,,.63999999
1950-06-01,0,01jun1950,3.28,2.62,1.15,,,,1950m6,,,,.66000003
1950-07-01,0,01jul1950,3.32,2.65,1.16,,,,1950m7,,,,.67000002
1950-08-01,0,01aug1950,3.23,2.61,1.2,,,,1950m8,,,,.62
1950-09-01,0,01sep1950,3.21,2.64,1.3,,,,1950m9,,,,.56999999
1950-10-01,0,01oct1950,3.22,2.67,1.31,,,,1950m10,,,,.55000001
1950-11-01,0,01nov1950,3.22,2.67,1.36,,,,1950m11,,,,.55000001
1950-12-01,0,01dec1950,3.2,2.67,1.34,,,,1950m12,,,,.52999997
1951-01-01,0,01jan1951,3.17,2.66,1.34,,,,1951m1,,,,.50999999
1951-02-01,0,01feb1951,3.16,2.66,1.36,,,,1951m2,,,,.5
1951-03-01,0,01mar1951,3.23,2.78,1.4,,,,1951m3,,,,.44999999
1951-04-01,0,01apr1951,3.35,2.87,1.47,,,,1951m4,,,,.47999999
1951-05-01,0,01may1951,3.4,2.89,1.55,,,,1951m5,,,,.50999999
1951-06-01,0,01jun1951,3.49,2.94,1.45,,,,1951m6,,,,.55000001
1951-07-01,0,01jul1951,3.53,2.94,1.56,,,,1951m7,,,,.58999997
1951-08-01,0,01aug1951,3.5,2.88,1.62,,,,1951m8,,,,.62
1951-09-01,0,01sep1951,3.46,2.84,1.63,,,,1951m9,,,,.62
1951-10-01,0,01oct1951,3.5,2.89,1.54,,,,1951m10,,,,.61000001
1951-11-01,0,01nov1951,3.56,2.96,1.56,,,,1951m11,,,,.60000002
1951-12-01,0,01dec1951,3.61,3.01,1.73,,,,1951m12,,,,.60000002
1952-01-01,0,01jan1952,3.59,2.98,1.57,,,,1952m1,,,,.61000001
1952-02-01,0,01feb1952,3.53,2.93,1.54,,,,1952m2,,,,.60000002
1952-03-01,0,01mar1952,3.51,2.96,1.59,,,,1952m3,,,,.55000001
1952-04-01,0,01apr1952,3.5,2.93,1.57,,,,1952m4,,,,.56999999
1952-05-01,0,01may1952,3.49,2.93,1.67,,,,1952m5,,,,.56
1952-06-01,0,01jun1952,3.5,2.94,1.7,,,,1952m6,,,,.56
1952-07-01,0,01jul1952,3.5,2.95,1.81,,,,1952m7,,,,.55000001
1952-08-01,0,01aug1952,3.51,2.94,1.83,,,,1952m8,,,,.56999999
1952-09-01,0,01sep1952,3.52,2.95,1.71,,,,1952m9,,,,.56999999
1952-10-01,0,01oct1952,3.54,3.01,1.74,,,,1952m10,,,,.52999997
1952-11-01,0,01nov1952,3.53,2.98,1.85,,,,1952m11,,,,.55000001
1952-12-01,0,01dec1952,3.51,2.97,2.09,,,,1952m12,,,,.54000002
1953-01-01,0,01jan1953,3.51,3.02,1.96,,,,1953m1,,,,.49000001
1953-02-01,0,01feb1953,3.53,3.07,1.97,,,,1953m2,,,,.46000001
1953-03-01,0,01mar1953,3.57,3.12,2.01,,,,1953m3,,,,.44999999
1953-04-01,0,01apr1953,3.65,3.23,2.19,2.83,2.62,2.36,1953m4,.17,.43000001,.63999999,.41999999
1953-05-01,0,01may1953,3.78,3.34,2.16,3.05,2.87,2.48,1953m5,.31999999,.70999998,.88999999,.44
1953-06-01,0,01jun1953,3.86,3.4,2.11,3.11,2.94,2.45,1953m6,.34,.82999998,1,.46000001
1953-07-01,0,01jul1953,3.86,3.28,2.04,2.93,2.75,2.38,1953m7,.34,.70999998,.88999999,.57999998
1953-08-01,1,01aug1953,3.85,3.24,2.04,2.95,2.8,2.28,1953m8,.23999999,.75999999,.91000003,.61000001
1953-09-01,1,01sep1953,3.88,3.29,1.79,2.87,2.71,2.2,1953m9,.41,.92000002,1.08,.58999997
1953-10-01,1,01oct1953,3.82,3.16,1.38,2.66,2.43,1.79,1953m10,.41,1.05,1.28,.66000003
1953-11-01,1,01nov1953,3.75,3.11,1.44,2.68,2.42,1.67,1953m11,.23,.98000002,1.24,.63999999
1953-12-01,1,01dec1953,3.74,3.13,1.6,2.59,2.32,1.66,1953m12,.059999999,.72000003,.99000001,.61000001
1954-01-01,1,01jan1954,3.71,3.06,1.18,2.48,2.17,1.41,1954m1,.23,.99000001,1.3,.64999998
1954-02-01,1,01feb1954,3.61,2.95,.97,2.47,2.04,1.14,1954m2,.17,1.0700001,1.5,.66000003
1954-03-01,1,01mar1954,3.51,2.86,1.03,2.37,1.93,1.13,1954m3,.1,.89999998,1.34,.64999998
1954-04-01,1,01apr1954,3.47,2.85,.97,2.29,1.87,.96,1954m4,-.0099999998,.89999998,1.3200001,.62
1954-05-01,1,01may1954,3.47,2.88,.76,2.37,1.92,.85,1954m5,.090000004,1.16,1.61,.58999997
1954-06-01,0,01jun1954,3.49,2.9,.64,2.38,1.92,.82,1954m6,.18000001,1.28,1.74,.58999997
1954-07-01,0,01jul1954,3.5,2.89,.72,2.3,1.85,.84,1954m7,.12,1.13,1.58,.61000001
1954-08-01,0,01aug1954,3.49,2.87,.92,2.36,1.9,.88,1954m8,-.039999999,.98000002,1.4400001,.62
1954-09-01,0,01sep1954,3.47,2.89,1.01,2.38,1.96,1.03,1954m9,.02,.94999999,1.37,.57999998
1954-10-01,0,01oct1954,3.46,2.87,.98,2.43,2.02,1.17,1954m10,.19,1.04,1.45,.58999997
1954-11-01,0,01nov1954,3.45,2.89,.93,2.48,2.09,1.14,1954m11,.20999999,1.16,1.55,.56
1954-12-01,0,01dec1954,3.45,2.9,1.15,2.51,2.16,1.21,1954m12,.059999999,1.01,1.36,.55000001
1955-01-01,0,01jan1955,3.45,2.93,1.22,2.61,2.32,1.39,1955m1,.17,1.1,1.39,.51999998
1955-02-01,0,01feb1955,3.47,2.93,1.17,2.65,2.38,1.57,1955m2,.40000001,1.21,1.48,.54000002
1955-03-01,0,01mar1955,3.48,3.02,1.28,2.68,2.48,1.59,1955m3,.31,1.2,1.4,.46000001
1955-04-01,0,01apr1955,3.49,3.01,1.59,2.75,2.55,1.75,1955m4,.16,.95999998,1.16,.47999999
1955-05-01,0,01may1955,3.5,3.04,1.45,2.76,2.56,1.9,1955m5,.44999999,1.11,1.3099999,.46000001
1955-06-01,0,01jun1955,3.51,3.05,1.41,2.78,2.59,1.91,1955m6,.5,1.1799999,1.37,.46000001
1955-07-01,0,01jul1955,3.52,3.06,1.6,2.9,2.72,2.02,1955m7,.41999999,1.12,1.3,.46000001
1955-08-01,0,01aug1955,3.56,3.11,1.9,2.97,2.86,2.37,1955m8,.47,.95999998,1.0700001,.44999999
