date,rec,daten,BAA,AAA,t3m,t10y,t5y,t1y,time,spr1,spr5,spr10,hyspr
1893-03-01,1,01mar1893,,,,,,,1893m3,,,,
1893-04-01,1,01apr1893,,,,,,,1893m4,,,,
1893-05-01,1,01may1893,,,,,,,1893m5,,,,
1893-06-01,1,01jun1893,,,,,,,1893m6,,,,
1893-07-01,1,01jul1893,,,,,,,1893m7,,,,
1893-08-01,1,01aug1893,,,,,,,1893m8,,,,
1893-09-01,1,01sep1893,,,,,,,1893m9,,,,
1893-10-01,1,01oct1893,,,,,,,1893m10,,,,
1893-11-01,1,01nov1893,,,,,,,1893m11,,,,
1893-12-01,1,01dec1893,,,,,,,1893m12,,,,
1894-01-01,1,01jan1894,,,,,,,1894m1,,,,
1894-02-01,1,01feb1894,,,,,,,1894m2,,,,
1894-03-01,1,01mar1894,,,,,,,1894m3,,,,
1894-04-01,1,01apr1894,,,,,,,1894m4,,,,
1894-05-01,1,01may1894,,,,,,,1894m5,,,,
1894-06-01,1,01jun1894,,,,,,,1894m6,,,,
1894-07-01,0,01jul1894,,,,,,,1894m7,,,,
1894-08-01,0,01aug1894,,,,,,,1894m8,,,,
1894-09-01,0,01sep1894,,,,,,,1894m9,,,,
1894-10-01,0,01oct1894,,,,,,,1894m10,,,,
1894-11-01,0,01nov1894,,,,,,,1894m11,,,,
1894-12-01,0,01dec1894,,,,,,,1894m12,,,,
1895-01-01,0,01jan1895,,,,,,,1895m1,,,,
1895-02-01,0,01feb1895,,,,,,,1895m2,,,,
1895-03-01,0,01mar1895,,,,,,,1895m3,,,,
1895-04-01,0,01apr1895,,,,,,,1895m4,,,,
1895-05-01,0,01may1895,,,,,,,1895m5,,,,
1895-06-01,0,01jun1895,,,,,,,1895m6,,,,
1895-07-01,0,01jul1895,,,,,,,1895m7,,,,
1895-08-01,0,01aug1895,,,,,,,1895m8,,,,
1895-09-01,0,01sep1895,,,,,,,1895m9,,,,
1895-10-01,0,01oct1895,,,,,,,1895m10,,,,
1895-11-01,0,01nov1895,,,,,,,1895m11,,,,
1895-12-01,0,01dec1895,,,,,,,1895m12,,,,
1896-01-01,1,01jan1896,,,,,,,1896m1,,,,
1896-02-01,1,01feb1896,,,,,,,1896m2,,,,
1896-03-01,1,01mar1896,,,,,,,1896m3,,,,
1896-04-01,1,01apr1896,,,,,,,1896m4,,,,
1896-05-01,1,01may1896,,,,,,,1896m5,,,,
1896-06-01,1,01jun1896,,,,,,,1896m6,,,,
1896-07-01,1,01jul1896,,,,,,,1896m7,,,,
1896-08-01,1,01aug1896,,,,,,,1896m8,,,,
1896-09-01,1,01sep1896,,,,,,,1896m9,,,,
1896-10-01,1,01oct1896,,,,,,,1896m10,,,,
1896-11-01,1,01nov1896,,,,,,,1896m11,,,,
1896-12-01,1,01dec1896,,,,,,,1896m12,,,,
1897-01-01,1,01jan1897,,,,,,,1897m1,,,,
1897-02-01,1,01feb1897,,,,,,,1897m2,,,,
1897-03-01,1,01mar1897,,,,,,,1897m3,,,,
1897-04-01,1,01apr1897,,,,,,,1897m4,,,,
1897-05-01,1,01may1897,,,,,,,1897m5,,,,
1897-06-01,1,01jun1897,,,,,,,1897m6,,,,
1897-07-01,0,01jul1897,,,,,,,1897m7,,,,
1897-08-01,0,01aug1897,,,,,,,1897m8,,,,
1897-09-01,0,01sep1897,,,,,,,1897m9,,,,
1897-10-01,0,01oct1897,,,,,,,1897m10,,,,
1897-11-01,0,01nov1897,,,,,,,1897m11,,,,
1897-12-01,0,01dec1897,,,,,,,1897m12,,,,
1898-01-01,0,01jan1898,,,,,,,1898m1,,,,
1898-02-01,0,01feb1898,,,,,,,1898m2,,,,
1898-03-01,0,01mar1898,,,,,,,1898m3,,,,
1898-04-01,0,01apr1898,,,,,,,1898m4,,,,
1898-05-01,0,01may1898,,,,,,,1898m5,,,,
1898-06-01,0,01jun1898,,,,,,,1898m6,,,,
1898-07-01,0,01jul1898,,,,,,,1898m7,,,,
1898-08-01,0,01aug1898,,,,,,,1898m8,,,,
1898-09-01,0,01sep1898,,,,,,,1898m9,,,,
1898-10-01,0,01oct1898,,,,,,,1898m10,,,,
1898-11-01,0,01nov1898,,,,,,,1898m11,,,,
1898-12-01,0,01dec1898,,,,,,,1898m12,,,,
1899-01-01,0,01jan1899,,,,,,,1899m1,,,,
1899-02-01,0,01feb1899,,,,,,,1899m2,,,,
1899-03-01,0,01mar1899,,,,,,,1899m3,,,,
1899-04-01,0,01apr1899,,,,,,,1899m4,,,,
1899-05-01,0,01may1899,,,,,,,1899m5,,,,
1899-06-01,0,01jun1899,,,,,,,1899m6,,,,
1899-07-01,1,01jul1899,,,,,,,1899m7,,,,
1899-08-01,1,01aug1899,,,,,,,1899m8,,,,
1899-09-01,1,01sep1899,,,,,,,1899m9,,,,
1899-10-01,1,01oct1899,,,,,,,1899m10,,,,
1899-11-01,1,01nov1899,,,,,,,1899m11,,,,
1899-12-01,1,01dec1899,,,,,,,1899m12,,,,
1900-01-01,1,01jan1900,,,,,,,1900m1,,,,
1900-02-01,1,01feb1900,,,,,,,1900m2,,,,
1900-03-01,1,01mar1900,,,,,,,1900m3,,,,
1900-04-01,1,01apr1900,,,,,,,1900m4,,,,
1900-05-01,1,01may1900,,,,,,,1900m5,,,,
1900-06-01,1,01jun1900,,,,,,,1900m6,,,,
1900-07-01,1,01jul1900,,,,,,,1900m7,,,,
1900-08-01,1,01aug1900,,,,,,,1900m8,,,,
1900-09-01,1,01sep1900,,,,,,,1900m9,,,,
1900-10-01,1,01oct1900,,,,,,,1900m10,,,,
1900-11-01,1,01nov1900,,,,,,,1900m11,,,,
1900-12-01,1,01dec1900,,,,,,,1900m12,,,,
1901-01-01,0,01jan1901,,,,,,,1901m1,,,,
1901-02-01,0,01feb1901,,,,,,,1901m2,,,,
1901-03-01,0,01mar1901,,,,,,,1901m3,,,,
1901-04-01,0,01apr1901,,,,,,,1901m4,,,,
1901-05-01,0,01may1901,,,,,,,1901m5,,,,
1901-06-01,0,01jun1901,,,,,,,1901m6,,,,
1901-07-01,0,01jul1901,,,,,,,1901m7,,,,
1901-08-01,0,01aug1901,,,,,,,1901m8,,,,
1901-09-01,0,01sep1901,,,,,,,1901m9,,,,
1901-10-01,0,01oct1901,,,,,,,1901m10,,,,
1901-11-01,0,01nov1901,,,,,,,1901m11,,,,
1901-12-01,0,01dec1901,,,,,,,1901m12,,,,
1902-01-01,0,01jan1902,,,,,,,1902m1,,,,
1902-02-01,0,01feb1902,,,,,,,1902m2,,,,
1902-03-01,0,01mar1902,,,,,,,1902m3,,,,
1902-04-01,0,01apr1902,,,,,,,1902m4,,,,
1902-05-01,0,01may1902,,,,,,,1902m5,,,,
1902-06-01,0,01jun1902,,,,,,,1902m6,,,,
1902-07-01,0,01jul1902,,,,,,,1902m7,,,,
1902-08-01,0,01aug1902,,,,,,,1902m8,,,,
1902-09-01,0,01sep1902,,,,,,,1902m9,,,,
1902-10-01,1,01oct1902,,,,,,,1902m10,,,,
1902-11-01,1,01nov1902,,,,,,,1902m11,,,,
1902-12-01,1,01dec1902,,,,,,,1902m12,,,,
1903-01-01,1,01jan1903,,,,,,,1903m1,,,,
1903-02-01,1,01feb1903,,,,,,,1903m2,,,,
1903-03-01,1,01mar1903,,,,,,,1903m3,,,,
1903-04-01,1,01apr1903,,,,,,,1903m4,,,,
1903-05-01,1,01may1903,,,,,,,1903m5,,,,
1903-06-01,1,01jun1903,,,,,,,1903m6,,,,
1903-07-01,1,01jul1903,,,,,,,1903m7,,,,
1903-08-01,1,01aug1903,,,,,,,1903m8,,,,
1903-09-01,1,01sep1903,,,,,,,1903m9,,,,
1903-10-01,1,01oct1903,,,,,,,1903m10,,,,
1903-11-01,1,01nov1903,,,,,,,1903m11,,,,
1903-12-01,1,01dec1903,,,,,,,1903m12,,,,
1904-01-01,1,01jan1904,,,,,,,1904m1,,,,
1904-02-01,1,01feb1904,,,,,,,1904m2,,,,
1904-03-01,1,01mar1904,,,,,,,1904m3,,,,
1904-04-01,1,01apr1904,,,,,,,1904m4,,,,
1904-05-01,1,01may1904,,,,,,,1904m5,,,,
1904-06-01,1,01jun1904,,,,,,,1904m6,,,,
1904-07-01,1,01jul1904,,,,,,,1904m7,,,,
1904-08-01,1,01aug1904,,,,,,,1904m8,,,,
1904-09-01,0,01sep1904,,,,,,,1904m9,,,,
1904-10-01,0,01oct1904,,,,,,,1904m10,,,,
1904-11-01,0,01nov1904,,,,,,,1904m11,,,,
1904-12-01,0,01dec1904,,,,,,,1904m12,,,,
1905-01-01,0,01jan1905,,,,,,,1905m1,,,,
1905-02-01,0,01feb1905,,,,,,,1905m2,,,,
1905-03-01,0,01mar1905,,,,,,,1905m3,,,,
1905-04-01,0,01apr1905,,,,,,,1905m4,,,,
1905-05-01,0,01may1905,,,,,,,1905m5,,,,
1905-06-01,0,01jun1905,,,,,,,1905m6,,,,
1905-07-01,0,01jul1905,,,,,,,1905m7,,,,
1905-08-01,0,01aug1905,,,,,,,1905m8,,,,
1905-09-01,0,01sep1905,,,,,,,1905m9,,,,
1905-10-01,0,01oct1905,,,,,,,1905m10,,,,
1905-11-01,0,01nov1905,,,,,,,1905m11,,,,
1905-12-01,0,01dec1905,,,,,,,1905m12,,,,
1906-01-01,0,01jan1906,,,,,,,1906m1,,,,
1906-02-01,0,01feb1906,,,,,,,1906m2,,,,
1906-03-01,0,01mar1906,,,,,,,1906m3,,,,
1906-04-01,0,01apr1906,,,,,,,1906m4,,,,
1906-05-01,0,01may1906,,,,,,,1906m5,,,,
1906-06-01,0,01jun1906,,,,,,,1906m6,,,,
1906-07-01,0,01jul1906,,,,,,,1906m7,,,,
1906-08-01,0,01aug1906,,,,,,,1906m8,,,,
1906-09-01,0,01sep1906,,,,,,,1906m9,,,,
1906-10-01,0,01oct1906,,,,,,,1906m10,,,,
1906-11-01,0,01nov1906,,,,,,,1906m11,,,,
1906-12-01,0,01dec1906,,,,,,,1906m12,,,,
1907-01-01,0,01jan1907,,,,,,,1907m1,,,,
1907-02-01,0,01feb1907,,,,,,,1907m2,,,,
1907-03-01,0,01mar1907,,,,,,,1907m3,,,,
1907-04-01,0,01apr1907,,,,,,,1907m4,,,,
1907-05-01,0,01may1907,,,,,,,1907m5,,,,
1907-06-01,1,01jun1907,,,,,,,1907m6,,,,
1907-07-01,1,01jul1907,,,,,,,1907m7,,,,
1907-08-01,1,01aug1907,,,,,,,1907m8,,,,
1907-09-01,1,01sep1907,,,,,,,1907m9,,,,
1907-10-01,1,01oct1907,,,,,,,1907m10,,,,
1907-11-01,1,01nov1907,,,,,,,1907m11,,,,
1907-12-01,1,01dec1907,,,,,,,1907m12,,,,
1908-01-01,1,01jan1908,,,,,,,1908m1,,,,
1908-02-01,1,01feb1908,,,,,,,1908m2,,,,
1908-03-01,1,01mar1908,,,,,,,1908m3,,,,
1908-04-01,1,01apr1908,,,,,,,1908m4,,,,
1908-05-01,1,01may1908,,,,,,,1908m5,,,,
1908-06-01,1,01jun1908,,,,,,,1908m6,,,,
1908-07-01,0,01jul1908,,,,,,,1908m7,,,,
1908-08-01,0,01aug1908,,,,,,,1908m8,,,,
1908-09-01,0,01sep1908,,,,,,,1908m9,,,,
1908-10-01,0,01oct1908,,,,,,,1908m10,,,,
1908-11-01,0,01nov1908,,,,,,,1908m11,,,,
1908-12-01,0,01dec1908,,,,,,,1908m12,,,,
1909-01-01,0,01jan1909,,,,,,,1909m1,,,,
1909-02-01,0,01feb1909,,,,,,,1909m2,,,,
1909-03-01,0,01mar1909,,,,,,,1909m3,,,,
1909-04-01,0,01apr1909,,,,,,,1909m4,,,,
1909-05-01,0,01may1909,,,,,,,1909m5,,,,
1909-06-01,0,01jun1909,,,,,,,1909m6,,,,
1909-07-01,0,01jul1909,,,,,,,1909m7,,,,
1909-08-01,0,01aug1909,,,,,,,1909m8,,,,
1909-09-01,0,01sep1909,,,,,,,1909m9,,,,
1909-10-01,0,01oct1909,,,,,,,1909m10,,,,
1909-11-01,0,01nov1909,,,,,,,1909m11,,,,
1909-12-01,0,01dec1909,,,,,,,1909m12,,,,
1910-01-01,0,01jan1910,,,,,,,1910m1,,,,
1910-02-01,1,01feb1910,,,,,,,1910m2,,,,
1910-03-01,1,01mar1910,,,,,,,1910m3,,,,
1910-04-01,1,01apr1910,,,,,,,1910m4,,,,
1910-05-01,1,01may1910,,,,,,,1910m5,,,,
1910-06-01,1,01jun1910,,,,,,,1910m6,,,,
1910-07-01,1,01jul1910,,,,,,,1910m7,,,,
1910-08-01,1,01aug1910,,,,,,,1910m8,,,,
1910-09-01,1,01sep1910,,,,,,,1910m9,,,,
1910-10-01,1,01oct1910,,,,,,,1910m10,,,,
1910-11-01,1,01nov1910,,,,,,,1910m11,,,,
1910-12-01,1,01dec1910,,,,,,,1910m12,,,,
1911-01-01,1,01jan1911,,,,,,,1911m1,,,,
1911-02-01,1,01feb1911,,,,,,,1911m2,,,,
1911-03-01,1,01mar1911,,,,,,,1911m3,,,,
1911-04-01,1,01apr1911,,,,,,,1911m4,,,,
1911-05-01,1,01may1911,,,,,,,1911m5,,,,
1911-06-01,1,01jun1911,,,,,,,1911m6,,,,
1911-07-01,1,01jul1911,,,,,,,1911m7,,,,
1911-08-01,1,01aug1911,,,,,,,1911m8,,,,
1911-09-01,1,01sep1911,,,,,,,1911m9,,,,
1911-10-01,1,01oct1911,,,,,,,1911m10,,,,
1911-11-01,1,01nov1911,,,,,,,1911m11,,,,
1911-12-01,1,01dec1911,,,,,,,1911m12,,,,
1912-01-01,1,01jan1912,,,,,,,1912m1,,,,
1912-02-01,0,01feb1912,,,,,,,1912m2,,,,
1912-03-01,0,01mar1912,,,,,,,1912m3,,,,
1912-04-01,0,01apr1912,,,,,,,1912m4,,,,
1912-05-01,0,01may1912,,,,,,,1912m5,,,,
1912-06-01,0,01jun1912,,,,,,,1912m6,,,,
1912-07-01,0,01jul1912,,,,,,,1912m7,,,,
1912-08-01,0,01aug1912,,,,,,,1912m8,,,,
1912-09-01,0,01sep1912,,,,,,,1912m9,,,,
1912-10-01,0,01oct1912,,,,,,,1912m10,,,,
1912-11-01,0,01nov1912,,,,,,,1912m11,,,,
1912-12-01,0,01dec1912,,,,,,,1912m12,,,,
1913-01-01,0,01jan1913,,,,,,,1913m1,,,,
1913-02-01,1,01feb1913,,,,,,,1913m2,,,,
1913-03-01,1,01mar1913,,,,,,,1913m3,,,,
1913-04-01,1,01apr1913,,,,,,,1913m4,,,,
1913-05-01,1,01may1913,,,,,,,1913m5,,,,
1913-06-01,1,01jun1913,,,,,,,1913m6,,,,
1913-07-01,1,01jul1913,,,,,,,1913m7,,,,
1913-08-01,1,01aug1913,,,,,,,1913m8,,,,
1913-09-01,1,01sep1913,,,,,,,1913m9,,,,
1913-10-01,1,01oct1913,,,,,,,1913m10,,,,
1913-11-01,1,01nov1913,,,,,,,1913m11,,,,
1913-12-01,1,01dec1913,,,,,,,1913m12,,,,
1914-01-01,1,01jan1914,,,,,,,1914m1,,,,
1914-02-01,1,01feb1914,,,,,,,1914m2,,,,
1914-03-01,1,01mar1914,,,,,,,1914m3,,,,
1914-04-01,1,01apr1914,,,,,,,1914m4,,,,
1914-05-01,1,01may1914,,,,,,,1914m5,,,,
1914-06-01,1,01jun1914,,,,,,,1914m6,,,,
1914-07-01,1,01jul1914,,,,,,,1914m7,,,,
1914-08-01,1,01aug1914,,,,,,,1914m8,,,,
1914-09-01,1,01sep1914,,,,,,,1914m9,,,,
1914-10-01,1,01oct1914,,,,,,,1914m10,,,,
1914-11-01,1,01nov1914,,,,,,,1914m11,,,,
1914-12-01,1,01dec1914,,,,,,,1914m12,,,,
1915-01-01,0,01jan1915,,,,,,,1915m1,,,,
1915-02-01,0,01feb1915,,,,,,,1915m2,,,,
1915-03-01,0,01mar1915,,,,,,,1915m3,,,,
1915-04-01,0,01apr1915,,,,,,,1915m4,,,,
1915-05-01,0,01may1915,,,,,,,1915m5,,,,
1915-06-01,0,01jun1915,,,,,,,1915m6,,,,
1915-07-01,0,01jul1915,,,,,,,1915m7,,,,
1915-08-01,0,01aug1915,,,,,,,1915m8,,,,
1915-09-01,0,01sep1915,,,,,,,1915m9,,,,
1915-10-01,0,01oct1915,,,,,,,1915m10,,,,
1915-11-01,0,01nov1915,,,,,,,1915m11,,,,
1915-12-01,0,01dec1915,,,,,,,1915m12,,,,
1916-01-01,0,01jan1916,,,,,,,1916m1,,,,
1916-02-01,0,01feb1916,,,,,,,1916m2,,,,
1916-03-01,0,01mar1916,,,,,,,1916m3,,,,
1916-04-01,0,01apr1916,,,,,,,1916m4,,,,
1916-05-01,0,01may1916,,,,,,,1916m5,,,,
1916-06-01,0,01jun1916,,,,,,,1916m6,,,,
1916-07-01,0,01jul1916,,,,,,,1916m7,,,,
1916-08-01,0,01aug1916,,,,,,,1916m8,,,,
1916-09-01,0,01sep1916,,,,,,,1916m9,,,,
1916-10-01,0,01oct1916,,,,,,,1916m10,,,,
1916-11-01,0,01nov1916,,,,,,,1916m11,,,,
1916-12-01,0,01dec1916,,,,,,,1916m12,,,,
1917-01-01,0,01jan1917,,,,,,,1917m1,,,,
1917-02-01,0,01feb1917,,,,,,,1917m2,,,,
1917-03-01,0,01mar1917,,,,,,,1917m3,,,,
1917-04-01,0,01apr1917,,,,,,,1917m4,,,,
1917-05-01,0,01may1917,,,,,,,1917m5,,,,
1917-06-01,0,01jun1917,,,,,,,1917m6,,,,
1917-07-01,0,01jul1917,,,,,,,1917m7,,,,
1917-08-01,0,01aug1917,,,,,,,1917m8,,,,
1917-09-01,0,01sep1917,,,,,,,1917m9,,,,
1917-10-01,0,01oct1917,,,,,,,1917m10,,,,
1917-11-01,0,01nov1917,,,,,,,1917m11,,,,
1917-12-01,0,01dec1917,,,,,,,1917m12,,,,
1918-01-01,0,01jan1918,,,,,,,1918m1,,,,
1918-02-01,0,01feb1918,,,,,,,1918m2,,,,
1918-03-01,0,01mar1918,,,,,,,1918m3,,,,
1918-04-01,0,01apr1918,,,,,,,1918m4,,,,
1918-05-01,0,01may1918,,,,,,,1918m5,,,,
1918-06-01,0,01jun1918,,,,,,,1918m6,,,,
1918-07-01,0,01jul1918,,,,,,,1918m7,,,,
1918-08-01,0,01aug1918,,,,,,,1918m8,,,,
1918-09-01,1,01sep1918,,,,,,,1918m9,,,,
1918-10-01,1,01oct1918,,,,,,,1918m10,,,,
1918-11-01,1,01nov1918,,,,,,,1918m11,,,,
1918-12-01,1,01dec1918,,,,,,,1918m12,,,,
1919-01-01,1,01jan1919,7.12,5.35,,,,,1919m1,,,,1.77
1919-02-01,1,01feb1919,7.2,5.35,,,,,1919m2,,,,1.85
1919-03-01,1,01mar1919,7.15,5.39,,,,,1919m3,,,,1.76
1919-04-01,0,01apr1919,7.23,5.44,,,,,1919m4,,,,1.79
1919-05-01,0,01may1919,7.09,5.39,,,,,1919m5,,,,1.7
1919-06-01,0,01jun1919,7.04,5.4,,,,,1919m6,,,,1.64
1919-07-01,0,01jul1919,7.06,5.44,,,,,1919m7,,,,1.62
1919-08-01,0,01aug1919,7.13,5.56,,,,,1919m8,,,,1.5700001
1919-09-01,0,01sep1919,7.27,5.6,,,,,1919m9,,,,1.67
1919-10-01,0,01oct1919,7.34,5.54,,,,,1919m10,,,,1.8
1919-11-01,0,01nov1919,7.54,5.66,,,,,1919m11,,,,1.88
1919-12-01,0,01dec1919,7.77,5.73,,,,,1919m12,,,,2.04
1920-01-01,0,01jan1920,7.78,5.75,,,,,1920m1,,,,2.03
1920-02-01,1,01feb1920,7.94,5.86,,,,,1920m2,,,,2.0799999
1920-03-01,1,01mar1920,7.97,5.92,,,,,1920m3,,,,2.05
1920-04-01,1,01apr1920,8.17,6.04,,,,,1920m4,,,,2.1300001
1920-05-01,1,01may1920,8.390000000000001,6.25,,,,,1920m5,,,,2.1400001
1920-06-01,1,01jun1920,8.390000000000001,6.38,,,,,1920m6,,,,2.01
1920-07-01,1,01jul1920,8.52,6.34,,,,,1920m7,,,,2.1800001
1920-08-01,1,01aug1920,8.390000000000001,6.3,,,,,1920m8,,,,2.0899999
1920-09-01,1,01sep1920,8.140000000000001,6.22,,,,,1920m9,,,,1.92
1920-10-01,1,01oct1920,7.99,6.05,,,,,1920m10,,,,1.9400001
1920-11-01,1,01nov1920,8.210000000000001,6.08,,,,,1920m11,,,,2.1300001
1920-12-01,1,01dec1920,8.56,6.26,,,,,1920m12,,,,2.3
1921-01-01,1,01jan1921,8.5,6.14,,,,,1921m1,,,,2.3599999
1921-02-01,1,01feb1921,8.42,6.08,,,,,1921m2,,,,2.3399999
1921-03-01,1,01mar1921,8.550000000000001,6.08,,,,,1921m3,,,,2.47
1921-04-01,1,01apr1921,8.529999999999999,6.06,,,,,1921m4,,,,2.47
1921-05-01,1,01may1921,8.52,6.11,,,,,1921m5,,,,2.4100001
1921-06-01,1,01jun1921,8.56,6.18,,,,,1921m6,,,,2.3800001
1921-07-01,1,01jul1921,8.48,6.12,,,,,1921m7,,,,2.3599999
1921-08-01,0,01aug1921,8.51,5.99,,,,,1921m8,,,,2.52
1921-09-01,0,01sep1921,8.34,5.93,,,,,1921m9,,,,2.4100001
1921-10-01,0,01oct1921,8.34,5.84,,,,,1921m10,,,,2.5
1921-11-01,0,01nov1921,7.88,5.6,,,,,1921m11,,,,2.28
1921-12-01,0,01dec1921,7.61,5.5,,,,,1921m12,,,,2.1099999
1922-01-01,0,01jan1922,7.7,5.34,,,,,1922m1,,,,2.3599999
1922-02-01,0,01feb1922,7.55,5.29,,,,,1922m2,,,,2.26
1922-03-01,0,01mar1922,7.45,5.23,,,,,1922m3,,,,2.22
1922-04-01,0,01apr1922,7.14,5.15,,,,,1922m4,,,,1.99
1922-05-01,0,01may1922,6.89,5.13,,,,,1922m5,,,,1.76
1922-06-01,0,01jun1922,6.97,5.08,,,,,1922m6,,,,1.89
1922-07-01,0,01jul1922,6.89,5,,,,,1922m7,,,,1.89
1922-08-01,0,01aug1922,6.85,4.96,,,,,1922m8,,,,1.89
1922-09-01,0,01sep1922,6.75,4.93,,,,,1922m9,,,,1.8200001
1922-10-01,0,01oct1922,6.78,4.97,,,,,1922m10,,,,1.8099999
1922-11-01,0,01nov1922,6.98,5.09,,,,,1922m11,,,,1.89
1922-12-01,0,01dec1922,7.02,5.08,,,,,1922m12,,,,1.9400001
1923-01-01,0,01jan1923,6.98,5.04,,,,,1923m1,,,,1.9400001
1923-02-01,0,01feb1923,6.97,5.07,,,,,1923m2,,,,1.9
1923-03-01,0,01mar1923,7.09,5.13,,,,,1923m3,,,,1.96
1923-04-01,0,01apr1923,7.17,5.22,,,,,1923m4,,,,1.95
1923-05-01,0,01may1923,7.17,5.16,,,,,1923m5,,,,2.01
1923-06-01,1,01jun1923,7.21,5.15,,,,,1923m6,,,,2.0599999
1923-07-01,1,01jul1923,7.34,5.14,,,,,1923m7,,,,2.2
1923-08-01,1,01aug1923,7.38,5.08,,,,,1923m8,,,,2.3
1923-09-01,1,01sep1923,7.38,5.12,,,,,1923m9,,,,2.26
1923-10-01,1,01oct1923,7.46,5.11,,,,,1923m10,,,,2.3499999
1923-11-01,1,01nov1923,7.4,5.09,,,,,1923m11,,,,2.3099999
1923-12-01,1,01dec1923,7.38,5.09,,,,,1923m12,,,,2.29
1924-01-01,1,01jan1924,7.24,5.09,,,,,1924m1,,,,2.1500001
1924-02-01,1,01feb1924,7.14,5.09,,,,,1924m2,,,,2.05
1924-03-01,1,01mar1924,7.08,5.1,,,,,1924m3,,,,1.98
1924-04-01,1,01apr1924,7.03,5.08,,,,,1924m4,,,,1.95
1924-05-01,1,01may1924,6.97,5.04,,,,,1924m5,,,,1.9299999
1924-06-01,1,01jun1924,6.82,4.99,,,,,1924m6,,,,1.83
1924-07-01,1,01jul1924,6.67,4.95,,,,,1924m7,,,,1.72
1924-08-01,0,01aug1924,6.69,4.95,,,,,1924m8,,,,1.74
1924-09-01,0,01sep1924,6.73,4.95,,,,,1924m9,,,,1.78
1924-10-01,0,01oct1924,6.62,4.92,,,,,1924m10,,,,1.7
1924-11-01,0,01nov1924,6.54,4.94,,,,,1924m11,,,,1.6
1924-12-01,0,01dec1924,6.46,4.95,,,,,1924m12,,,,1.51
1925-01-01,0,01jan1925,6.44,4.95,,,,,1925m1,,,,1.49
1925-02-01,0,01feb1925,6.36,4.95,,,,,1925m2,,,,1.41
1925-03-01,0,01mar1925,6.36,4.91,,,,,1925m3,,,,1.45
1925-04-01,0,01apr1925,6.41,4.87,,,,,1925m4,,,,1.54
1925-05-01,0,01may1925,6.3,4.83,,,,,1925m5,,,,1.47
1925-06-01,0,01jun1925,6.18,4.83,,,,,1925m6,,,,1.35
1925-07-01,0,01jul1925,6.2,4.87,,,,,1925m7,,,,1.33
1925-08-01,0,01aug1925,6.24,4.9,,,,,1925m8,,,,1.34
1925-09-01,0,01sep1925,6.2,4.87,,,,,1925m9,,,,1.33
1925-10-01,0,01oct1925,6.17,4.85,,,,,1925m10,,,,1.3200001
1925-11-01,0,01nov1925,6.17,4.84,,,,,1925m11,,,,1.33
1925-12-01,0,01dec1925,6.15,4.85,,,,,1925m12,,,,1.3
1926-01-01,0,01jan1926,6.09,4.82,,,,,1926m1,,,,1.27
1926-02-01,0,01feb1926,6.02,4.77,,,,,1926m2,,,,1.25
1926-03-01,0,01mar1926,6.05,4.79,,,,,1926m3,,,,1.26
1926-04-01,0,01apr1926,5.98,4.74,,,,,1926m4,,,,1.24
1926-05-01,0,01may1926,5.86,4.71,,,,,1926m5,,,,1.15
1926-06-01,0,01jun1926,5.8,4.72,,,,,1926m6,,,,1.08
1926-07-01,0,01jul1926,5.79,4.71,,,,,1926m7,,,,1.08
1926-08-01,0,01aug1926,5.81,4.72,,,,,1926m8,,,,1.09
1926-09-01,0,01sep1926,5.79,4.72,,,,,1926m9,,,,1.0700001
1926-10-01,0,01oct1926,5.81,4.71,,,,,1926m10,,,,1.1
1926-11-01,1,01nov1926,5.77,4.68,,,,,1926m11,,,,1.09
1926-12-01,1,01dec1926,5.68,4.68,,,,,1926m12,,,,1
1927-01-01,1,01jan1927,5.61,4.66,,,,,1927m1,,,,.94999999
1927-02-01,1,01feb1927,5.59,4.67,,,,,1927m2,,,,.92000002
1927-03-01,1,01mar1927,5.54,4.62,,,,,1927m3,,,,.92000002
1927-04-01,1,01apr1927,5.48,4.58,,,,,1927m4,,,,.89999998
1927-05-01,1,01may1927,5.5,4.57,,,,,1927m5,,,,.93000001
1927-06-01,1,01jun1927,5.55,4.58,,,,,1927m6,,,,.97000003
1927-07-01,1,01jul1927,5.55,4.6,,,,,1927m7,,,,.94999999
1927-08-01,1,01aug1927,5.48,4.56,,,,,1927m8,,,,.92000002
1927-09-01,1,01sep1927,5.42,4.54,,,,,1927m9,,,,.88
1927-10-01,1,01oct1927,5.38,4.51,,,,,1927m10,,,,.87
1927-11-01,1,01nov1927,5.35,4.49,,,,,1927m11,,,,.86000001
1927-12-01,0,01dec1927,5.32,4.46,,,,,1927m12,,,,.86000001
1928-01-01,0,01jan1928,5.35,4.46,,,,,1928m1,,,,.88999999
1928-02-01,0,01feb1928,5.33,4.46,,,,,1928m2,,,,.87
1928-03-01,0,01mar1928,5.32,4.46,,,,,1928m3,,,,.86000001
1928-04-01,0,01apr1928,5.33,4.46,,,,,1928m4,,,,.87
1928-05-01,0,01may1928,5.42,4.49,,,,,1928m5,,,,.93000001
1928-06-01,0,01jun1928,5.55,4.57,,,,,1928m6,,,,.98000002
1928-07-01,0,01jul1928,5.58,4.61,,,,,1928m7,,,,.97000003
1928-08-01,0,01aug1928,5.61,4.64,,,,,1928m8,,,,.97000003
1928-09-01,0,01sep1928,5.59,4.61,,,,,1928m9,,,,.98000002
